alias,checkpoint,step,next_step,x,y,inner_loss_mean,inner_loss_delta_mean,read_loss_mean,read_loss_delta_mean,example_count
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,1.5,1.5,606.1547241210938,-438.9222717285156,0.2707826495170593,0.27062085270881653,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,2.0,1.5,532.8643188476562,-512.212646484375,0.47818291187286377,0.4780210256576538,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,2.5,1.5,497.7021179199219,-547.3748168945312,0.5458695888519287,0.5457077622413635,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,3.0,1.5,554.0502319335938,-491.0267333984375,0.48982957005500793,0.48966774344444275,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-3.0,2.0,3003.4443359375,1958.3673095703125,0.016417285427451134,0.0162554569542408,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-2.5,2.0,2598.551025390625,1553.47412109375,0.0002950557100120932,0.00013322824088390917,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-2.0,2.0,2228.5029296875,1183.4261474609375,6.306177965598181e-05,-9.876568947220221e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-1.5,2.0,1893.1763916015625,848.099609375,5.9662197600118816e-05,-0.00010216527880402282,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-1.0,2.0,1592.86328125,547.7863159179688,7.629363244632259e-05,-8.553385123377666e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-0.5,2.0,1326.7095947265625,281.6326599121094,9.697527275420725e-05,-6.485220364993438e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,0.0,2.0,1094.328125,49.251220703125,0.00011582344450289384,-4.600402098731138e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,0.5,2.0,896.813232421875,-148.26376342773438,0.00013933748414274305,-2.248999044240918e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,1.0,2.0,739.0747680664062,-306.0021057128906,0.03455459326505661,0.034392762929201126,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,1.5,2.0,626.836181640625,-418.2408142089844,0.2935173809528351,0.2933555841445923,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,2.0,2.0,552.7792358398438,-492.2977600097656,0.477143257856369,0.47698140144348145,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,2.5,2.0,517.2146606445312,-527.8622436523438,0.5247622132301331,0.5246003270149231,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,3.0,2.0,564.8960571289062,-480.180908203125,0.4571894407272339,0.4570275545120239,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-3.0,2.5,3034.9287109375,1989.8515625,0.03688594326376915,0.036724116653203964,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-2.5,2.5,2630.731201171875,1585.6541748046875,0.00093991489848122,0.0007780874148011208,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-2.0,2.5,2260.818359375,1215.741455078125,7.565061241621152e-05,-8.61768567119725e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-1.5,2.5,1925.0914306640625,880.0147094726562,5.679391688317992e-05,-0.0001050335486070253,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-1.0,2.5,1624.12109375,579.0441284179688,6.339823448797688e-05,-9.842923464020714e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-0.5,2.5,1357.243896484375,312.1669921875,7.66073790146038e-05,-8.522009738953784e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,0.0,2.5,1123.974365234375,78.89742279052734,9.05271153897047e-05,-7.130036101443693e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,0.5,2.5,926.6930541992188,-118.3839340209961,0.00011838100181194022,-4.3446470954222605e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,1.0,2.5,768.61376953125,-276.4631652832031,0.06690892577171326,0.06674709916114807,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,1.5,2.5,655.4259643554688,-389.6510314941406,0.31377652287483215,0.31361472606658936,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,2.0,2.5,580.4275512695312,-464.6493835449219,0.4731858968734741,0.47302404046058655,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,2.5,2.5,544.9490966796875,-500.1278991699219,0.5015580058097839,0.501396119594574,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,3.0,2.5,585.4932861328125,-459.5837097167969,0.429538756608963,0.42937687039375305,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-3.0,3.0,3074.43359375,2029.3568115234375,0.0628150925040245,0.06265325844287872,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-2.5,3.0,2671.041259765625,1625.9644775390625,0.004790968261659145,0.0046291411854326725,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-2.0,3.0,2301.407958984375,1256.3306884765625,0.00013230230251792818,-2.9525161153287627e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-1.5,3.0,1965.5003662109375,920.4234008789062,7.450895645888522e-05,-8.731850539334118e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-1.0,3.0,1663.8690185546875,618.7921752929688,6.221342482604086e-05,-9.961405157810077e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,-0.5,3.0,1396.1751708984375,351.0982360839844,6.327914161374792e-05,-9.854833479039371e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,0.0,3.0,1162.1131591796875,117.03619384765625,7.053917943267152e-05,-9.12882896955125e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,0.5,3.0,965.162353515625,-79.91460418701172,0.00013227669114712626,-2.9550777981057763e-05,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,1.0,3.0,806.8947143554688,-238.1822052001953,0.101168192923069,0.10100638121366501,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,1.5,3.0,692.10693359375,-352.9700622558594,0.33121535181999207,0.3310535252094269,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,2.0,3.0,616.6966552734375,-428.3803405761719,0.46675440669059753,0.46659255027770996,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,2.5,3.0,581.6736450195312,-463.4033203125,0.47969433665275574,0.4795325696468353,12
plateau-init,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_fp32/run_2_unfinished/checkpoint-534500,4,8,3.0,3.0,616.78662109375,-428.2903747558594,0.416236013174057,0.4160741865634918,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-3.0,-3.0,1397.1722412109375,521.1389770507812,4.299646854400635,-0.5125746726989746,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-2.5,-3.0,1374.298828125,498.2655334472656,3.983772039413452,-0.8284497857093811,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-2.0,-3.0,1349.364990234375,473.3316345214844,3.4820454120635986,-1.3301758766174316,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-1.5,-3.0,1303.294677734375,427.2613830566406,3.247878074645996,-1.5643435716629028,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-1.0,-3.0,1186.6331787109375,310.5999450683594,3.086608648300171,-1.725612998008728,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-0.5,-3.0,1117.9566650390625,241.9234619140625,2.5654351711273193,-2.24678635597229,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,0.0,-3.0,1093.5020751953125,217.46888732910156,2.6072895526885986,-2.2049319744110107,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,0.5,-3.0,1014.29052734375,138.2572784423828,2.6619627475738525,-2.150258779525757,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,1.0,-3.0,961.0747680664062,85.04161834716797,2.7260916233062744,-2.086129903793335,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,1.5,-3.0,969.1198120117188,93.0865478515625,2.8392391204833984,-1.9729827642440796,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,2.0,-3.0,923.007568359375,46.97426223754883,2.6741247177124023,-2.138097047805786,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,2.5,-3.0,878.29443359375,2.2611796855926514,2.4256951808929443,-2.386526584625244,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,3.0,-3.0,798.7267456054688,-77.30654907226562,2.287018299102783,-2.525202989578247,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-3.0,-2.5,1447.4371337890625,571.4038696289062,4.282639026641846,-0.5295825600624084,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-2.5,-2.5,1406.6192626953125,530.5859985351562,4.227746486663818,-0.5844751000404358,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-2.0,-2.5,1375.41455078125,499.3813781738281,3.8027687072753906,-1.0094529390335083,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-1.5,-2.5,1330.3846435546875,454.3514404296875,3.275763750076294,-1.5364576578140259,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-1.0,-2.5,1234.361328125,358.3282470703125,3.178619623184204,-1.6336021423339844,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-0.5,-2.5,1127.5836181640625,251.5503387451172,2.65563702583313,-2.1565847396850586,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,0.0,-2.5,1091.2896728515625,215.2565155029297,2.5997729301452637,-2.212448835372925,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,0.5,-2.5,991.1118774414062,115.0785903930664,2.655317544937134,-2.1569042205810547,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,1.0,-2.5,972.140625,96.10742950439453,3.0195257663726807,-1.7926959991455078,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,1.5,-2.5,935.1965942382812,59.16334915161133,2.7063181400299072,-2.105903387069702,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,2.0,-2.5,886.0344848632812,10.001220703125,2.4297256469726562,-2.382495880126953,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,2.5,-2.5,800.3042602539062,-75.72900390625,2.27134370803833,-2.5408775806427,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,3.0,-2.5,739.22998046875,-136.8032989501953,1.862748622894287,-2.9494731426239014,12
lipschitz-s144,/cephfs/home/mkairov/gradim/energy_shaping/runs/mix-N8-K2V2-V62_1M/energygradmem_llama_L4H4D256_mem8_K2_ilr0.4_energy_lip0.003_L5_grad_second_stepalign0.1_iread0.1_bs_64_lr_1e-04_b10.9_b20.98_fp32_init_plateau/run_2/checkpoint-166000,0,1,-3.0,-2.0,1533.013671875,656.9802856445312,4.304402828216553,-0.5078185200691223,12
